year      msl_ib(mm) #version_2016_rel4
1997.1674   -1.716
1997.1946   -5.168
1997.2217   -4.600
1997.2489   -0.854
1997.2760    3.713
1997.3032    0.106
1997.3303   -1.019
1997.3575    3.121
1997.3846   -1.768
1997.4118    3.894
1997.4660    8.056
1997.4932    7.406
1997.5203    5.715
1997.5475    7.185
1997.5746   10.911
1997.6289   13.150
1997.6561   16.000
1997.6832   14.608
1997.7104   14.956
1997.7375   21.118
1997.7918   20.963
1997.8190   18.909
1997.8461   16.980
1997.8733   13.738
1997.9004   15.164
1997.9276   17.698
1997.9547   13.044
1997.9819   11.538
1998.0090    4.709
1998.0362    7.824
1998.0905   12.206
1998.1176   10.944
1998.1448    8.004
1998.1719    3.919
1998.1990    6.911
1998.2262    8.666
1998.2533   13.822
1998.2805   14.402
1998.3076    8.868
1998.3348    9.568
1998.3619    6.770
1998.4162    8.253
1998.4434    8.937
1998.4705    5.053
1998.4977    3.978
1998.5248    5.257
1998.5520    6.792
1998.6063    8.499
1998.6334    6.829
1998.6606    9.456
1998.6877   10.860
1998.7149   14.249
1998.7420   16.605
1998.7692   16.881
1998.8235   12.631
1998.8506   12.888
1998.8777   18.105
1998.9049   11.358
1998.9320   19.571
1998.9592   12.701
1998.9863    7.517
1999.0135    8.655
1999.0406   13.635
1999.0949    7.813
1999.1221    7.348
1999.1492    4.619
1999.1764    7.588
1999.2035    8.864
1999.2307   12.077
1999.2578    8.455
1999.2850    5.789
1999.3393    6.727
1999.3664    8.942
1999.3936    7.652
1999.4207    9.890
1999.4479    3.952
1999.4750    2.946
1999.5022    6.466
1999.5293   12.930
1999.5565   14.927
1999.5836   13.051
1999.6107    9.170
1999.6379   14.441
1999.6922   17.203
1999.7193   21.367
1999.7465   20.005
1999.7736   21.307
1999.8008   17.497
1999.8279   19.275
1999.8551   22.288
1999.8822   20.575
1999.9094   17.242
1999.9637   15.360
1999.9908   17.948
2000.0180   17.206
2000.0451   16.704
2000.0723   14.316
2000.0994    8.397
2000.1266    9.017
2000.1537   14.728
2000.1809   15.700
2000.2080   15.069
2000.2352   16.079
2000.2895   10.910
2000.3166   11.593
2000.3437   10.626
2000.3709   11.813
2000.3980   10.587
2000.4252    8.053
2000.4523    6.940
2000.4795   10.736
2000.5066   13.098
2000.5338   15.779
2000.5881    8.423
2000.6152   15.747
2000.6424   20.528
2000.6695   19.961
2000.6967   20.556
2000.7238   23.487
2000.7510   23.426
2000.7781   24.406
2000.8053   25.465
2000.8596   26.637
2000.8867   21.710
2000.9139   21.401
2000.9410   17.546
2000.9682   19.063
2000.9953   22.510
2001.0225   17.340
2001.0767   13.153
2001.1039   16.546
2001.1310   17.022
2001.1582   21.013
2001.1853   21.154
2001.2125   14.665
2001.2396   15.669
2001.2668   16.461
2001.2939   20.872
2001.3211   20.325
2001.3482   16.734
2001.3754   14.695
2001.4025   12.471
2001.4297   14.253
2001.4568   17.240
2001.4840   22.585
2001.5111   23.680
2001.5383   21.900
2001.5654   16.793
2001.5926   23.457
2001.6197   24.714
2001.6469   26.328
2001.6740   26.611
2001.7012   26.820
2001.7283   27.964
2001.7555   31.029
2001.7826   30.338
2001.8097   28.705
2001.8369   31.701
2001.8640   28.483
2001.8912   25.247
2001.9183   24.382
2001.9455   24.261
2001.9726   25.312
2001.9998   25.136
2002.0269   17.648
2002.0541   18.040
2002.0812   24.813
2002.1084   27.194
2002.1355   25.267
2002.1627   20.228
2002.1898   14.565
2002.2170   17.517
2002.2441   19.694
2002.2713   25.715
2002.2984   22.139
2002.3256   21.651
2002.3527   16.584
2002.3799   19.177
2002.4070   22.077
2002.4342   22.415
2002.4613   19.658
2002.4885   23.560
2002.5156   23.444
2002.5427   24.776
2002.5699   29.369
2002.5970   33.844
2002.6242   34.963
2002.6513   29.487
2002.6785   26.918
2002.7056   30.054
2002.7328   36.580
2002.7599   35.214
2002.7871   36.890
2002.8142   37.091
2002.8414   29.307
2002.8685   30.601
2002.8957   37.822
2002.9228   33.508
2002.9500   31.012
2002.9771   28.093
2003.0043   24.249
2003.0314   23.046
2003.0586   31.002
2003.0857   32.798
2003.1129   31.923
2003.1400   20.765
2003.1672   22.982
2003.1943   25.335
2003.2214   28.451
2003.2486   29.102
2003.2757   24.445
2003.3029   22.783
2003.3300   22.503
2003.3572   22.651
2003.3843   26.761
2003.4115   28.057
2003.4386   21.698
2003.4658   22.339
2003.4929   21.363
2003.5201   24.066
2003.5472   30.534
2003.5744   31.081
2003.6015   30.260
2003.6287   25.237
2003.6558   28.333
2003.6830   35.792
2003.7101   36.808
2003.7373   35.956
2003.7644   36.384
2003.7916   32.364
2003.8187   33.170
2003.8459   33.305
2003.8730   35.370
2003.9273   33.340
2003.9544   28.925
2003.9816   26.134
2004.0087   30.430
2004.0359   35.123
2004.0630   34.197
2004.0902   29.720
2004.1173   17.771
2004.1445   28.013
2004.1716   27.840
2004.1988   30.817
2004.2259   29.754
2004.2531   27.771
2004.2802   24.886
2004.3074   30.738
2004.3345   25.095
2004.3617   27.024
2004.3888   24.523
2004.4160   23.634
2004.4431   22.626
2004.4703   26.158
2004.4974   33.463
2004.5246   34.878
2004.5517   32.300
2004.5789   29.046
2004.6060   31.272
2004.6332   34.133
2004.6603   37.199
2004.6874   43.073
2004.7146   44.161
2004.7417   35.037
2004.7689   37.053
2004.7960   36.846
2004.8232   38.524
2004.8503   41.190
2004.8775   40.341
2004.9046   33.285
2004.9318   33.175
2004.9589   35.261
2004.9861   43.180
2005.0132   35.847
2005.0404   32.138
2005.0675   31.523
2005.0947   29.824
2005.1218   32.143
2005.1490   35.254
2005.1761   40.553
2005.2033   38.112
2005.2304   26.271
2005.2576   26.916
2005.2847   35.346
2005.3119   31.914
2005.3390   33.607
2005.3662   34.557
2005.3933   31.199
2005.4204   30.233
2005.4476   32.344
2005.4747   37.183
2005.5019   37.735
2005.5290   36.580
2005.5562   33.085
2005.5833   37.524
2005.6105   35.776
2005.6376   38.888
2005.6648   43.785
2005.6919   40.867
2005.7734   42.842
2005.8005   44.348
2005.8277   44.520
2005.8548   45.900
2005.8820   44.197
2005.9091   42.809
2005.9363   40.936
2005.9634   44.476
2005.9906   42.647
2006.0177   34.602
2006.0449   31.904
2006.0720   33.660
2006.0992   34.996
2006.1263   37.011
2006.1534   36.197
2006.1806   36.520
2006.2077   27.725
2006.2349   28.843
2006.2620   33.598
2006.2892   35.604
2006.3163   32.332
2006.3435   30.084
2006.3706   32.608
2006.3978   35.714
2006.4249   34.033
2006.4521   37.654
2006.4792   39.638
2006.5064   37.494
2006.5335   35.591
2006.5607   38.685
2006.5878   42.450
2006.6150   39.764
2006.6421   42.219
2006.6693   42.039
2006.6964   42.198
2006.7236   43.833
2006.7507   46.279
2006.7779   48.717
2006.8050   48.928
2006.8864   44.190
2006.9136   41.470
2006.9407   47.773
2006.9679   43.562
2006.9950   37.175
2007.0222   33.409
2007.0493   30.617
2007.0765   37.662
2007.1036   37.819
2007.1308   35.449
2007.1579   36.740
2007.1851   30.460
2007.2122   31.469
2007.2394   36.782
2007.2665   41.588
2007.2937   38.233
2007.3208   33.855
2007.3480   27.891
2007.3751   33.728
2007.4023   37.818
2007.4294   37.671
2007.4566   36.534
2007.4837   34.051
2007.5109   31.931
2007.5380   34.667
2007.5651   37.250
2007.5923   39.860
2007.6194   41.491
2007.6466   36.061
2007.6737   34.250
2007.7009   39.807
2007.7280   45.355
2007.7552   47.071
2007.7823   44.524
2007.8095   42.148
2007.8366   40.325
2007.8638   45.267
2007.8909   49.371
2007.9181   46.961
2007.9452   44.081
2007.9724   34.848
2007.9995   33.745
2008.0267   37.325
2008.0538   42.078
2008.0810   41.129
2008.1081   32.522
2008.1353   33.233
2008.1624   31.333
2008.1896   36.294
2008.2167   39.307
2008.2439   39.016
2008.2710   35.812
2008.2981   34.610
2008.3253   30.959
2008.3796   43.859
2008.4067   43.203
2008.4339   40.536
2008.4610   39.261
2008.4882   40.836
2008.5153   42.336
2008.5425   44.680
2008.5696   44.073
2008.5968   41.469
2008.6239   41.863
2008.6511   42.032
2008.6782   45.899
2008.7054   46.516
2008.7325   49.053
2008.7597   47.820
2008.7868   45.820
2008.8140   47.271
2008.8411   48.682
2008.8683   51.004
2008.8954   47.883
2008.9226   48.442
2008.9497   42.962
2008.9769   41.211
2009.0040   41.418
2009.0311   44.244
2009.0583   45.177
2009.0854   37.765
2009.1126   34.381
2009.1397   40.362
2009.1669   43.668
2009.1940   44.658
2009.2212   44.462
2009.2483   40.794
2009.2755   38.259
2009.3026   39.852
2009.3298   43.507
2009.3569   46.957
2009.3841   41.169
2009.4112   36.672
2009.4384   39.403
2009.4655   41.910
2009.4927   42.969
2009.5198   42.610
2009.5470   44.125
2009.5741   47.251
2009.6013   42.947
2009.6284   45.225
2009.6556   52.137
2009.6827   54.621
2009.7099   55.832
2009.7370   52.990
2009.7642   51.564
2009.7913   53.821
2009.8184   58.303
2009.8456   60.069
2009.8727   53.840
2009.8999   51.614
2009.9270   48.434
2009.9542   49.675
2009.9813   54.106
2010.0085   49.527
2010.0356   45.806
2010.0628   42.649
2010.0899   38.692
2010.1171   45.065
2010.1442   50.997
2010.1714   52.430
2010.1985   43.500
2010.2257   41.053
2010.2528   41.623
2010.2800   45.448
2010.3071   47.574
2010.3343   48.779
2010.3614   43.905
2010.3886   44.139
2010.4157   43.376
2010.4429   48.097
2010.4700   51.272
2010.4971   50.837
2010.5243   46.159
2010.5514   46.704
2010.5786   47.096
2010.6057   46.640
2010.6329   53.960
2010.6600   48.901
2010.6872   47.998
2010.7143   47.184
2010.7415   46.977
2010.7686   49.418
2010.7958   56.292
2010.8229   54.499
2010.8501   49.717
2010.8772   46.387
2010.9044   43.245
2010.9315   48.258
2010.9587   48.397
2010.9858   47.037
2011.0130   43.405
2011.0401   39.856
2011.0673   38.483
2011.0944   42.307
2011.1216   44.454
2011.1487   44.172
2011.1759   38.254
2011.2030   35.378
2011.2301   36.150
2011.2573   40.770
2011.2844   41.901
2011.3116   41.684
2011.3387   36.121
2011.3659   37.819
2011.3930   39.421
2011.4202   42.052
2011.4473   47.117
2011.4745   47.742
2011.5016   42.691
2011.5288   42.825
2011.5559   45.136
2011.5831   48.426
2011.6102   55.760
2011.6374   53.907
2011.6645   51.655
2011.6917   51.080
2011.7188   51.501
2011.7460   54.710
2011.7731   59.659
2011.8003   59.939
2011.8274   52.657
2011.8546   49.219
2011.8817   49.000
2011.9089   56.556
2011.9360   55.924
2011.9631   51.143
2011.9903   49.551
2012.0174   51.908
2012.0446   51.691
2012.0717   55.790
2012.0989   54.353
2012.1260   52.826
2012.1532   48.365
2012.1803   44.376
2012.2075   49.057
2012.2346   55.066
2012.2618   51.842
2012.2889   50.063
2012.3161   48.256
2012.3432   47.641
2012.3704   51.474
2012.3975   52.118
2012.4247   53.789
2012.4518   56.654
2012.4790   50.664
2012.5061   52.332
2012.5333   59.861
2012.5604   63.289
2012.5876   62.458
2012.6147   61.488
2012.6419   54.988
2012.6690   60.074
2012.6961   62.389
2012.7233   70.025
2012.7504   69.182
2012.7776   66.329
2012.8047   62.531
2012.8319   63.308
2012.8590   64.544
2012.8862   67.465
2012.9133   67.206
2012.9405   64.269
2012.9676   59.985
2012.9948   62.219
2013.0219   61.434
2013.0491   63.059
2013.0762   62.053
2013.1034   58.715
2013.1305   55.322
2013.1577   54.771
2013.1848   60.495
2013.2120   63.023
2013.2663   55.495
2013.2934   51.654
2013.3206   54.251
2013.3477   57.812
2013.3749   57.327
2013.4020   55.080
2013.4291   54.091
2013.4563   51.536
2013.4834   55.196
2013.5106   57.722
2013.5377   59.863
2013.5649   61.841
2013.5920   59.671
2013.6192   53.725
2013.6463   58.072
2013.6735   63.811
2013.7278   65.655
2013.7549   61.223
2013.7821   60.785
2013.8092   67.391
2013.8364   67.210
2013.8635   67.545
2013.8907   67.751
2013.9178   63.534
2013.9450   57.278
2013.9721   60.285
2013.9993   63.116
2014.0264   63.505
2014.0536   60.742
2014.0807   55.616
2014.1079   57.977
2014.1350   60.355
2014.1621   62.886
2014.1893   64.307
2014.2164   59.438
2014.2436   56.694
2014.2707   55.916
2014.2979   58.198
2014.3250   58.295
2014.3522   58.121
2014.3793   56.590
2014.4065   56.977
2014.4336   55.457
2014.4608   57.296
2014.4879   65.153
2014.5151   65.299
2014.5422   64.073
2014.5694   60.056
2014.5965   62.204
2014.6237   68.216
2014.6508   73.087
2014.6780   71.644
2014.7051   70.704
2014.7323   63.553
2014.7594   66.706
2014.7866   73.480
2014.8137   74.797
2014.8409   70.926
2014.8680   70.008
2014.8951   63.549
2014.9223   64.800
2014.9494   72.902
2014.9766   71.664
2015.0037   66.816
2015.0309   64.067
2015.0580   60.616
2015.0852   66.470
2015.1123   67.151
2015.1395   72.067
2015.1666   71.649
2015.1938   64.948
2015.2209   62.603
2015.2481   67.588
2015.2752   68.952
2015.3024   71.908
2015.3295   71.539
2015.3567   64.658
2015.3838   63.789
2015.4110   68.095
2015.4381   70.843
2015.4653   75.045
2015.4924   75.204
2015.5196   70.854
2015.5467   71.642
2015.5739   74.467
2015.6010   78.346
2015.6281   80.392
2015.6553   82.472
2015.6824   82.169
2015.7096   80.236
2015.7367   81.790
2015.7639   86.863
2015.7910   88.722
2015.8182   88.513
2015.8453   82.935
2015.8725   79.084
2015.8996   82.917
2015.9268   84.041
2015.9539   81.297
2015.9811   76.775
2016.0082   71.965
2016.0354   73.439
2016.0625   79.066
2016.0897   77.573
2016.1168   79.759
2016.1440   77.432
2016.1711   74.773
2016.1983   71.942
2016.2254   76.553
2016.2526   77.772
2016.2797   79.463
2016.3068   75.467
2016.3340   69.652
2016.3611   69.296
2016.3883   70.782
2016.4154   75.782
2016.4426   77.553
2016.4697   78.339
2016.4969   72.814
2016.5240   72.799
2016.5512   75.364
